Date,year,month,POONDI,CHOLAVARAM,REDHILLS,CHEMBARAMBAKKAM,Total
2004-01-01,2004,1,3.9,0.0,268.0,0.0,271.9
2004-01-02,2004,1,3.9,0.0,268.0,0.0,271.9
2004-01-03,2004,1,3.9,0.0,267.0,0.0,270.9
2004-01-04,2004,1,3.9,0.0,267.0,0.0,270.9
2004-01-05,2004,1,3.8,0.0,267.0,0.0,270.8
2004-01-06,2004,1,3.8,0.0,266.0,0.0,269.8
2004-01-07,2004,1,3.8,0.0,266.0,0.0,269.8
2004-01-08,2004,1,3.7,0.0,265.0,0.0,268.7
2004-01-09,2004,1,3.7,0.0,264.0,0.0,267.7
2004-01-10,2004,1,3.7,0.0,264.0,0.0,267.7
2004-01-11,2004,1,3.6,0.0,263.0,0.0,266.6
2004-01-12,2004,1,3.6,0.0,262.0,0.0,265.6
2004-01-13,2004,1,3.6,0.0,261.0,0.0,264.6
2004-01-14,2004,1,3.5,0.0,260.0,0.0,263.5
2004-01-15,2004,1,3.5,0.0,259.0,0.0,262.5
2004-01-16,2004,1,3.4,0.0,258.0,0.0,261.4
2004-01-17,2004,1,3.4,0.0,256.0,0.0,259.4
2004-01-18,2004,1,3.4,0.0,254.0,0.0,257.4
2004-01-19,2004,1,3.4,0.0,252.0,0.0,255.4
2004-01-20,2004,1,3.4,0.0,250.0,0.0,253.4
2004-01-21,2004,1,3.3,0.0,247.0,0.0,250.3
2004-01-22,2004,1,3.3,0.0,244.0,0.0,247.3
2004-01-23,2004,1,3.3,0.0,242.0,0.0,245.3
2004-01-24,2004,1,3.3,0.0,239.0,0.0,242.3
2004-01-25,2004,1,3.2,0.0,237.0,0.0,240.2
2004-01-26,2004,1,3.2,0.0,234.0,0.0,237.2
2004-01-27,2004,1,3.9,0.0,232.0,0.0,235.9
2004-01-28,2004,1,4.9,0.0,230.0,0.0,234.9
2004-01-29,2004,1,4.9,0.0,227.0,0.0,231.9
2004-01-30,2004,1,4.9,0.0,225.0,0.0,229.9
2004-01-31,2004,1,4.8,0.0,223.0,0.0,227.8
2004-02-01,2004,2,4.8,0.0,220.0,0.0,224.8
2004-02-02,2004,2,4.8,0.0,218.0,0.0,222.8
2004-02-03,2004,2,4.7,0.0,216.0,0.0,220.7
2004-02-04,2004,2,4.7,0.0,213.0,0.0,217.7
2004-02-05,2004,2,4.7,0.0,211.0,0.0,215.7
2004-02-06,2004,2,4.6,0.0,209.0,0.0,213.6
2004-02-07,2004,2,4.6,0.0,206.0,0.0,210.6
2004-02-08,2004,2,4.6,0.0,204.0,0.0,208.6
2004-02-09,2004,2,4.5,0.0,202.0,0.0,206.5
2004-02-10,2004,2,4.5,0.0,200.0,0.0,204.5
2004-02-11,2004,2,4.5,0.0,197.0,0.0,201.5
2004-02-12,2004,2,4.4,0.0,195.0,0.0,199.4
2004-02-13,2004,2,4.4,0.0,193.0,0.0,197.4
2004-02-14,2004,2,4.4,0.0,191.0,0.0,195.4
2004-02-15,2004,2,4.3,0.0,189.0,0.0,193.3
2004-02-16,2004,2,4.3,0.0,186.0,0.0,190.3
2004-02-17,2004,2,4.2,0.0,184.0,0.0,188.2
2004-02-18,2004,2,4.3,0.0,182.0,0.0,186.3
2004-02-19,2004,2,4.5,0.0,179.0,0.0,183.5
2004-02-20,2004,2,4.8,0.0,177.0,0.0,181.8
2004-02-21,2004,2,4.8,0.0,175.0,0.0,179.8
2004-02-22,2004,2,4.8,0.0,172.0,0.0,176.8
2004-02-23,2004,2,4.7,0.0,170.0,0.0,174.7
2004-02-24,2004,2,4.7,0.0,168.0,0.0,172.7
2004-02-25,2004,2,4.7,0.0,165.0,0.0,169.7
2004-02-26,2004,2,4.6,0.0,163.0,0.0,167.6
2004-02-27,2004,2,4.6,0.0,161.0,0.0,165.6
2004-02-28,2004,2,4.5,0.0,158.0,0.0,162.5
2004-02-29,2004,2,4.5,0.0,156.0,0.0,160.5
2004-03-01,2004,3,4.4,0.0,153.0,0.0,157.4
2004-03-02,2004,3,4.4,0.0,151.0,0.0,155.4
2004-03-03,2004,3,4.3,0.0,149.0,0.0,153.3
2004-03-04,2004,3,4.3,0.0,147.0,0.0,151.3
2004-03-05,2004,3,4.2,0.0,145.0,0.0,149.2
2004-03-06,2004,3,4.2,0.0,143.0,0.0,147.2
2004-03-07,2004,3,4.2,0.0,141.0,0.0,145.2
2004-03-08,2004,3,4.1,0.0,139.0,0.0,143.1
2004-03-09,2004,3,6.96,0.0,137.0,0.0,143.96
2004-03-10,2004,3,10.9,0.0,135.0,0.0,145.9
2004-03-11,2004,3,14.4,0.0,134.0,0.0,148.4
2004-03-12,2004,3,15.4,0.0,137.0,0.0,152.4
2004-03-13,2004,3,16.2,0.0,140.0,0.0,156.2
2004-03-14,2004,3,18.4,0.0,144.0,0.0,162.4
2004-03-15,2004,3,21.0,0.0,147.7,0.0,168.7
2004-03-16,2004,3,23.4,0.0,151.5,0.0,174.9
2004-03-17,2004,3,25.2,0.0,155.3,0.0,180.5
2004-03-18,2004,3,25.7,0.0,158.5,0.0,184.2
2004-03-19,2004,3,24.0,0.0,161.7,0.0,185.7
2004-03-20,2004,3,20.6,0.0,165.0,0.0,185.6
2004-03-21,2004,3,17.1,0.0,168.2,0.0,185.29999999999998
2004-03-22,2004,3,12.7,0.0,171.5,0.0,184.2
2004-03-23,2004,3,10.0,0.0,174.9,0.0,184.9
2004-03-24,2004,3,9.2,0.0,177.0,0.0,186.2
2004-03-25,2004,3,9.5,0.0,179.0,0.0,188.5
2004-03-26,2004,3,9.6,0.0,181.0,0.0,190.6
2004-03-27,2004,3,9.6,0.0,182.8,0.0,192.4
2004-03-28,2004,3,9.1,0.0,184.7,0.0,193.79999999999998
2004-03-29,2004,3,8.5,0.0,186.6,0.0,195.1
2004-03-30,2004,3,7.9,0.0,187.8,0.0,195.70000000000002
2004-03-31,2004,3,7.9,0.0,188.8,0.0,196.70000000000002
2004-04-01,2004,4,7.9,0.0,190.0,0.0,197.9
2004-04-02,2004,4,8.1,0.0,191.1,0.0,199.2
2004-04-03,2004,4,8.3,0.0,191.7,0.0,200.0
2004-04-04,2004,4,7.5,0.0,192.4,0.0,199.9
2004-04-05,2004,4,6.5,0.0,192.7,0.0,199.2
2004-04-06,2004,4,5.6,0.0,191.7,0.0,197.29999999999998
2004-04-07,2004,4,5.4,0.0,190.0,0.0,195.4
2004-04-08,2004,4,5.8,0.0,188.3,0.0,194.10000000000002
2004-04-09,2004,4,6.8,0.0,186.8,0.0,193.60000000000002
2004-04-10,2004,4,7.7,0.0,186.3,0.0,194.0
2004-04-11,2004,4,7.9,0.0,186.3,0.0,194.20000000000002
2004-04-12,2004,4,7.1,0.0,186.3,0.0,193.4
2004-04-13,2004,4,6.2,0.0,186.3,0.0,192.5
2004-04-14,2004,4,5.8,0.0,185.6,0.0,191.4
2004-04-15,2004,4,5.7,0.0,184.6,0.0,190.29999999999998
2004-04-16,2004,4,5.4,0.0,182.9,0.0,188.3
2004-04-17,2004,4,5.0,0.0,180.9,0.0,185.9
2004-04-18,2004,4,4.8,0.0,178.7,0.0,183.5
2004-04-19,2004,4,4.7,0.0,176.5,0.0,181.2
2004-04-20,2004,4,4.6,0.0,174.2,0.0,178.79999999999998
2004-04-21,2004,4,4.5,0.0,171.7,0.0,176.2
2004-04-22,2004,4,4.4,0.0,169.4,0.0,173.8
2004-04-23,2004,4,4.3,0.0,167.4,0.0,171.70000000000002
2004-04-24,2004,4,4.2,0.0,165.4,0.0,169.6
2004-04-25,2004,4,4.1,0.0,163.3,0.0,167.4
2004-04-26,2004,4,4.0,0.0,161.2,0.0,165.2
2004-04-27,2004,4,3.9,0.0,159.4,0.0,163.3
2004-04-28,2004,4,3.8,0.0,157.3,0.0,161.10000000000002
2004-04-29,2004,4,3.7,0.0,155.4,0.0,159.1
2004-04-30,2004,4,3.6,0.0,153.3,0.0,156.9
2004-05-01,2004,5,3.5,0.0,151.3,0.0,154.8
2004-05-02,2004,5,3.4,0.0,149.2,0.0,152.6
2004-05-03,2004,5,3.4,0.0,147.3,0.0,150.70000000000002
2004-05-04,2004,5,5.2,0.0,147.3,0.0,152.5
2004-05-05,2004,5,6.9,0.0,146.8,0.0,153.70000000000002
2004-05-06,2004,5,8.7,0.0,149.5,0.0,158.2
2004-05-07,2004,5,8.1,0.0,153.5,0.0,161.6
2004-05-08,2004,5,6.5,0.0,157.3,0.0,163.8
2004-05-09,2004,5,5.4,0.0,159.5,0.0,164.9
2004-05-10,2004,5,4.5,0.0,160.5,0.0,165.0
2004-05-11,2004,5,4.3,0.0,160.5,0.0,164.8
2004-05-12,2004,5,4.3,0.0,159.0,0.0,163.3
2004-05-13,2004,5,4.2,0.0,157.2,0.0,161.39999999999998
2004-05-14,2004,5,4.1,0.0,155.3,0.0,159.4
2004-05-15,2004,5,4.0,0.0,153.3,0.0,157.3
2004-05-16,2004,5,3.9,0.0,151.2,0.0,155.1
2004-05-17,2004,5,6.3,0.0,149.5,0.0,155.8
2004-05-18,2004,5,7.3,0.0,149.0,0.0,156.3
2004-05-19,2004,5,7.7,0.0,147.2,0.0,154.89999999999998
2004-05-20,2004,5,7.7,0.0,145.4,0.0,153.1
2004-05-21,2004,5,7.7,0.0,143.9,0.0,151.6
2004-05-22,2004,5,7.6,0.0,142.4,0.0,150.0
2004-05-23,2004,5,7.6,0.0,140.9,0.0,148.5
2004-05-24,2004,5,7.8,0.0,139.4,0.0,147.20000000000002
2004-05-25,2004,5,8.1,0.0,137.4,0.0,145.5
2004-05-26,2004,5,8.3,0.0,135.3,0.0,143.60000000000002
2004-05-27,2004,5,6.6,0.0,133.4,0.0,140.0
2004-05-28,2004,5,4.6,0.0,134.9,0.0,139.5
2004-05-29,2004,5,4.1,0.0,134.9,0.0,139.0
2004-05-30,2004,5,3.7,0.0,133.3,0.0,137.0
2004-05-31,2004,5,3.7,0.0,131.7,0.0,135.39999999999998
2004-06-01,2004,6,4.5,0.0,130.1,0.0,134.6
2004-06-02,2004,6,4.8,0.0,128.5,0.0,133.3
2004-06-03,2004,6,4.9,0.0,127.2,0.0,132.1
2004-06-04,2004,6,4.9,0.0,126.0,0.0,130.9
2004-06-05,2004,6,4.9,0.0,124.8,0.0,129.7
2004-06-06,2004,6,4.9,0.0,123.6,0.0,128.5
2004-06-07,2004,6,4.8,0.0,122.5,0.0,127.3
2004-06-08,2004,6,5.1,0.0,121.5,0.0,126.6
2004-06-09,2004,6,6.0,0.0,120.6,0.0,126.6
2004-06-10,2004,6,6.3,0.0,119.6,0.0,125.89999999999999
2004-06-11,2004,6,6.9,0.0,118.7,0.0,125.60000000000001
2004-06-12,2004,6,7.1,0.0,118.2,0.0,125.3
2004-06-13,2004,6,7.1,0.0,117.7,0.0,124.8
2004-06-14,2004,6,7.1,0.0,117.2,0.0,124.3
2004-06-15,2004,6,7.0,0.0,116.7,0.0,123.7
2004-06-16,2004,6,6.9,0.0,116.2,0.0,123.10000000000001
2004-06-17,2004,6,6.8,0.0,115.7,0.0,122.5
2004-06-18,2004,6,6.7,0.0,115.2,0.0,121.9
2004-06-19,2004,6,6.6,0.0,114.7,0.0,121.3
2004-06-20,2004,6,6.5,0.0,114.2,0.0,120.7
2004-06-21,2004,6,6.4,0.0,113.7,0.0,120.10000000000001
2004-06-22,2004,6,6.3,0.0,113.2,0.0,119.5
2004-06-23,2004,6,6.2,0.0,112.7,0.0,118.9
2004-06-24,2004,6,6.0,0.0,112.2,0.0,118.2
2004-06-25,2004,6,5.9,0.0,111.7,0.0,117.60000000000001
2004-06-26,2004,6,5.8,0.0,111.2,0.0,117.0
2004-06-27,2004,6,5.7,0.0,110.7,0.0,116.4
2004-06-28,2004,6,5.6,0.0,110.2,0.0,115.8
2004-06-29,2004,6,5.5,0.0,109.7,0.0,115.2
2004-06-30,2004,6,5.5,0.0,109.2,0.0,114.7
2004-07-01,2004,7,5.4,0.0,108.7,0.0,114.10000000000001
2004-07-02,2004,7,5.3,0.0,108.2,0.0,113.5
2004-07-03,2004,7,5.3,0.0,107.2,0.0,112.5
2004-07-04,2004,7,5.6,0.0,106.2,0.0,111.8
2004-07-05,2004,7,5.5,0.0,105.2,0.0,110.7
2004-07-06,2004,7,5.7,0.0,104.2,0.0,109.9
2004-07-07,2004,7,5.7,0.0,103.4,0.0,109.10000000000001
2004-07-08,2004,7,5.6,0.0,102.4,0.0,108.0
2004-07-09,2004,7,5.6,0.0,101.4,0.0,107.0
2004-07-10,2004,7,5.6,0.0,100.4,0.0,106.0
2004-07-11,2004,7,5.6,0.0,99.4,0.0,105.0
2004-07-12,2004,7,5.5,0.0,98.4,0.0,103.9
2004-07-13,2004,7,5.5,0.0,97.5,0.0,103.0
2004-07-14,2004,7,5.5,0.0,96.0,0.0,101.5
2004-07-15,2004,7,5.4,0.0,93.0,0.0,98.4
2004-07-16,2004,7,5.4,0.0,90.0,0.0,95.4
2004-07-17,2004,7,5.4,0.0,87.0,0.0,92.4
2004-07-18,2004,7,5.3,0.0,84.0,0.0,89.3
2004-07-19,2004,7,5.3,0.0,81.0,0.0,86.3
2004-07-20,2004,7,5.2,0.0,78.0,0.0,83.2
2004-07-21,2004,7,5.1,0.0,75.0,0.0,80.1
2004-07-22,2004,7,4.9,0.0,72.6,0.0,77.5
2004-07-23,2004,7,4.6,0.0,70.2,0.0,74.8
2004-07-24,2004,7,4.3,0.0,67.8,0.0,72.1
2004-07-25,2004,7,4.0,0.0,65.4,0.0,69.4
2004-07-26,2004,7,4.1,0.0,63.0,0.0,67.1
2004-07-27,2004,7,3.9,0.0,60.6,0.0,64.5
2004-07-28,2004,7,3.6,0.0,58.2,0.0,61.800000000000004
2004-07-29,2004,7,3.6,0.0,55.8,0.0,59.4
2004-07-30,2004,7,3.6,0.0,53.4,0.0,57.0
2004-07-31,2004,7,3.5,0.0,51.0,0.0,54.5
2004-08-01,2004,8,3.5,0.0,48.6,0.0,52.1
2004-08-02,2004,8,3.4,0.0,46.2,0.0,49.6
2004-08-03,2004,8,3.3,0.0,43.8,0.0,47.099999999999994
2004-08-04,2004,8,3.3,0.0,41.4,0.0,44.699999999999996
2004-08-05,2004,8,3.2,0.0,39.0,0.0,42.2
2004-08-06,2004,8,3.2,0.0,36.6,0.0,39.800000000000004
2004-08-07,2004,8,3.1,0.0,34.2,0.0,37.300000000000004
2004-08-08,2004,8,3.0,0.0,31.8,0.0,34.8
2004-08-09,2004,8,3.0,0.0,29.4,0.0,32.4
2004-08-10,2004,8,2.9,0.0,27.0,0.0,29.9
2004-08-11,2004,8,2.8,0.0,0.0,0.0,2.8
2004-08-12,2004,8,2.7,0.0,0.0,0.0,2.7
2004-08-13,2004,8,2.7,0.0,0.0,0.0,2.7
2004-08-14,2004,8,2.7,0.0,0.0,0.0,2.7
2004-08-15,2004,8,2.6,0.0,0.0,0.0,2.6
2004-08-16,2004,8,2.6,0.0,0.0,0.0,2.6
2004-08-17,2004,8,2.5,0.0,0.0,0.0,2.5
2004-08-18,2004,8,2.4,0.0,0.0,0.0,2.4
2004-08-19,2004,8,2.4,0.0,0.0,0.0,2.4
2004-08-20,2004,8,2.3,0.0,0.0,0.0,2.3
2004-08-21,2004,8,2.2,0.0,0.0,0.0,2.2
2004-08-22,2004,8,2.1,0.0,0.0,0.0,2.1
2004-08-23,2004,8,2.0,0.0,0.0,0.0,2.0
2004-08-24,2004,8,1.9,0.0,0.0,0.0,1.9
2004-08-25,2004,8,1.8,0.0,0.0,0.0,1.8
2004-08-26,2004,8,1.7,0.0,0.0,0.0,1.7
2004-08-27,2004,8,1.6,0.0,0.0,0.0,1.6
2004-08-28,2004,8,1.5,0.0,0.0,0.0,1.5
2004-08-29,2004,8,1.4,0.0,0.0,0.0,1.4
2004-08-30,2004,8,1.3,0.0,0.0,0.0,1.3
2004-08-31,2004,8,1.3,0.0,0.0,0.0,1.3
2004-09-01,2004,9,1.2,0.0,0.0,0.0,1.2
2004-09-02,2004,9,1.1,0.0,0.0,0.0,1.1
2004-09-03,2004,9,1.0,0.0,0.0,0.0,1.0
2004-09-04,2004,9,0.9,0.0,0.0,0.0,0.9
2004-09-05,2004,9,0.9,0.0,0.0,0.0,0.9
2004-09-06,2004,9,1.7,0.0,0.0,0.0,1.7
2004-09-07,2004,9,1.7,0.0,0.0,0.0,1.7
2004-09-08,2004,9,1.9,0.0,0.0,0.0,1.9
2004-09-09,2004,9,1.9,0.0,0.0,0.0,1.9
2004-09-10,2004,9,2.5,0.0,0.0,0.0,2.5
2004-09-11,2004,9,2.5,0.0,0.0,0.0,2.5
2004-09-12,2004,9,2.4,0.0,0.0,0.0,2.4
2004-09-13,2004,9,2.3,0.0,0.0,0.0,2.3
2004-09-14,2004,9,2.15,0.0,0.0,0.0,2.15
2004-09-15,2004,9,2.1,0.0,0.0,0.0,2.1
2004-09-16,2004,9,2.0,0.0,0.0,0.0,2.0
2004-09-17,2004,9,2.0,0.0,0.0,0.0,2.0
2004-09-18,2004,9,1.9,0.0,0.0,0.0,1.9
2004-09-19,2004,9,1.8,0.0,0.0,0.0,1.8
2004-09-20,2004,9,3.2,0.0,0.0,0.0,3.2
2004-09-21,2004,9,4.5,0.0,0.0,0.0,4.5
2004-09-22,2004,9,5.4,0.0,0.0,0.0,5.4
2004-09-23,2004,9,6.5,0.0,0.0,0.0,6.5
2004-09-24,2004,9,7.7,0.0,0.0,0.0,7.7
2004-09-25,2004,9,8.9,0.0,0.0,0.0,8.9
2004-09-26,2004,9,9.8,0.0,0.0,0.0,9.8
2004-09-27,2004,9,10.7,0.0,0.0,0.0,10.7
2004-09-28,2004,9,11.7,0.0,0.0,0.0,11.7
2004-09-29,2004,9,12.2,0.0,0.0,0.0,12.2
2004-09-30,2004,9,13.7,0.0,0.0,0.0,13.7
2004-10-01,2004,10,14.2,0.0,0.0,0.0,14.2
2004-10-02,2004,10,15.3,0.0,0.0,0.0,15.3
2004-10-03,2004,10,17.1,0.0,0.0,0.0,17.1
2004-10-04,2004,10,17.7,0.0,0.0,0.0,17.7
2004-10-05,2004,10,18.3,0.0,0.0,0.0,18.3
2004-10-06,2004,10,18.6,0.0,0.0,0.0,18.6
2004-10-07,2004,10,18.6,0.0,0.0,0.0,18.6
2004-10-08,2004,10,18.6,0.0,0.0,0.0,18.6
2004-10-09,2004,10,18.5,0.0,0.0,0.0,18.5
2004-10-10,2004,10,18.4,0.0,0.0,0.0,18.4
2004-10-11,2004,10,18.9,0.0,0.0,0.0,18.9
2004-10-12,2004,10,19.2,0.0,0.0,0.0,19.2
2004-10-13,2004,10,19.2,0.0,0.0,0.0,19.2
2004-10-14,2004,10,19.2,0.0,0.0,0.0,19.2
2004-10-15,2004,10,19.1,0.0,0.0,0.0,19.1
2004-10-16,2004,10,19.0,0.0,0.0,0.0,19.0
2004-10-17,2004,10,18.9,0.0,0.0,0.0,18.9
2004-10-18,2004,10,19.9,0.0,0.0,0.0,19.9
2004-10-19,2004,10,20.3,0.0,0.0,0.0,20.3
2004-10-20,2004,10,20.5,0.0,0.0,0.0,20.5
2004-10-21,2004,10,21.0,0.0,0.0,0.0,21.0
2004-10-22,2004,10,22.2,0.0,0.0,0.0,22.2
2004-10-23,2004,10,22.9,0.0,0.0,0.0,22.9
2004-10-24,2004,10,23.4,0.0,0.0,0.0,23.4
2004-10-25,2004,10,23.4,0.0,0.0,0.0,23.4
2004-10-26,2004,10,24.8,0.0,0.0,0.0,24.8
2004-10-27,2004,10,27.7,0.0,0.0,0.0,27.7
2004-10-28,2004,10,29.8,0.0,0.0,0.0,29.8
2004-10-29,2004,10,33.1,0.0,0.0,0.0,33.1
2004-10-30,2004,10,37.4,0.0,0.0,33.0,70.4
2004-10-31,2004,10,45.0,0.0,40.77,59.0,144.77
2004-11-01,2004,11,49.6,0.0,175.0,72.0,296.6
2004-11-02,2004,11,52.0,0.0,275.0,78.0,405.0
2004-11-03,2004,11,54.4,0.0,281.0,78.0,413.4
2004-11-04,2004,11,57.0,0.0,285.6,78.0,420.6
2004-11-05,2004,11,58.0,0.0,285.6,78.0,421.6
2004-11-06,2004,11,63.7,20.0,389.73,101.0,574.4300000000001
2004-11-07,2004,11,74.5,50.0,475.0,170.0,769.5
2004-11-08,2004,11,92.8,57.0,587.0,250.0,986.8
2004-11-09,2004,11,109.2,129.0,675.0,284.0,1197.2
2004-11-10,2004,11,119.7,133.0,699.0,292.0,1243.7
2004-11-11,2004,11,128.1,128.0,708.0,292.0,1256.1
2004-11-12,2004,11,131.0,123.0,713.0,292.0,1259.0
2004-11-13,2004,11,146.4,144.0,773.0,437.0,1500.4
2004-11-14,2004,11,173.7,158.0,808.0,491.0,1630.7
2004-11-15,2004,11,184.8,160.0,814.0,502.0,1660.8
2004-11-16,2004,11,192.4,164.0,819.0,502.0,1677.4
2004-11-17,2004,11,196.3,166.0,824.0,502.0,1688.3
2004-11-18,2004,11,197.1,166.0,824.0,502.0,1689.1
2004-11-19,2004,11,197.9,166.0,822.0,502.0,1687.9
2004-11-20,2004,11,198.7,165.0,819.0,502.0,1684.7
2004-11-21,2004,11,198.7,164.0,816.0,502.0,1680.7
2004-11-22,2004,11,198.7,163.0,813.0,502.0,1676.7
2004-11-23,2004,11,198.7,162.0,810.0,502.0,1672.7
2004-11-24,2004,11,198.7,161.0,807.0,501.0,1667.7
2004-11-25,2004,11,197.9,160.0,804.0,500.0,1661.9
2004-11-26,2004,11,198.7,159.0,801.0,499.0,1657.7
2004-11-27,2004,11,216.6,160.0,801.0,499.0,1676.6
2004-11-28,2004,11,225.1,160.0,801.0,498.0,1684.1
2004-11-29,2004,11,247.0,159.0,798.0,496.0,1700.0
2004-11-30,2004,11,283.6,159.0,796.0,495.0,1733.6
2004-12-01,2004,12,324.2,158.0,793.0,494.0,1769.2
2004-12-02,2004,12,363.0,158.0,790.0,492.0,1803.0
2004-12-03,2004,12,401.3,157.0,788.0,489.0,1835.3
2004-12-04,2004,12,440.3,157.0,786.0,486.0,1869.3
2004-12-05,2004,12,478.4,156.0,783.0,483.0,1900.4
2004-12-06,2004,12,516.7,156.0,781.0,480.0,1933.7
2004-12-07,2004,12,553.8,155.0,778.0,478.0,1964.8
2004-12-08,2004,12,588.1,155.0,776.0,476.0,1995.1
2004-12-09,2004,12,616.5,145.0,783.0,474.0,2018.5
2004-12-10,2004,12,643.9,131.0,793.0,472.0,2039.9
2004-12-11,2004,12,674.1,122.0,800.0,469.0,2065.1
2004-12-12,2004,12,706.1,110.0,807.0,469.0,2092.1
2004-12-13,2004,12,728.9,106.0,808.0,463.0,2105.9
2004-12-14,2004,12,749.2,102.0,810.0,460.0,2121.2
2004-12-15,2004,12,773.8,100.0,811.0,458.0,2142.8
2004-12-16,2004,12,790.2,98.0,811.0,455.0,2154.2
2004-12-17,2004,12,806.8,96.0,811.0,452.0,2165.8
2004-12-18,2004,12,812.3,94.0,821.0,449.0,2176.3
2004-12-19,2004,12,817.8,92.0,833.0,446.0,2188.8
2004-12-20,2004,12,822.0,90.0,845.0,443.0,2200.0
2004-12-21,2004,12,823.4,89.0,857.0,440.0,2209.4
2004-12-22,2004,12,823.4,87.5,868.0,437.0,2215.9
2004-12-23,2004,12,823.4,86.5,878.0,434.0,2221.9
2004-12-24,2004,12,823.4,86.0,888.0,431.0,2228.4
2004-12-25,2004,12,823.4,85.0,899.0,428.0,2235.4
2004-12-26,2004,12,823.4,83.0,910.0,424.0,2240.4
2004-12-27,2004,12,823.4,81.0,922.0,421.0,2247.4
2004-12-28,2004,12,823.4,79.0,941.0,417.0,2260.4
2004-12-29,2004,12,820.7,77.0,954.0,413.0,2264.7
2004-12-30,2004,12,815.1,75.0,965.0,409.0,2264.1
2004-12-31,2004,12,810.9,73.0,975.0,405.0,2263.9
2005-01-01,2005,1,805.4,71.0,986.0,401.0,2263.4
2005-01-02,2005,1,799.9,69.0,996.0,397.0,2261.9
2005-01-03,2005,1,794.4,67.0,1007.0,393.0,2261.4
2005-01-04,2005,1,790.2,65.5,1018.0,389.0,2262.7
2005-01-05,2005,1,791.6,64.0,1029.0,385.0,2269.6
2005-01-06,2005,1,3231.0,759.0,3036.0,2973.0,9999.0
2005-01-07,2005,1,809.6,62.0,1049.0,377.0,2297.6
2005-01-08,2005,1,822.1,61.5,1060.0,373.0,2316.6
2005-01-09,2005,1,829.0,61.0,1073.0,369.0,2332.0
2005-01-10,2005,1,836.0,60.5,1086.0,365.0,2347.5
2005-01-11,2005,1,843.0,60.0,1102.0,361.0,2366.0
2005-01-12,2005,1,850.0,59.5,1118.0,357.0,2384.5
2005-01-13,2005,1,855.6,59.0,1134.0,353.0,2401.6
2005-01-14,2005,1,861.2,59.0,1149.0,349.0,2418.2
2005-01-15,2005,1,866.9,59.0,1164.0,345.0,2434.9
2005-01-16,2005,1,872.5,58.5,1179.0,341.0,2451.0
2005-01-17,2005,1,876.8,58.5,1194.0,337.0,2466.3
2005-01-18,2005,1,878.2,58.5,1209.0,334.0,2479.7
2005-01-19,2005,1,875.3,58.0,1225.0,331.0,2489.3
2005-01-20,2005,1,869.7,58.0,1243.0,327.0,2497.7
2005-01-21,2005,1,864.1,58.0,1261.0,323.0,2506.1
2005-01-22,2005,1,858.4,57.5,1279.0,319.0,2513.9
2005-01-23,2005,1,852.8,57.5,1297.0,315.0,2522.3
2005-01-24,2005,1,850.0,57.5,1315.0,311.0,2533.5
2005-01-25,2005,1,854.2,57.0,1333.0,307.0,2551.2
2005-01-26,2005,1,859.8,57.0,1351.0,303.0,2570.8
2005-01-27,2005,1,864.0,57.0,1369.0,298.0,2588.0
2005-01-28,2005,1,864.0,57.0,1387.0,294.0,2602.0
2005-01-29,2005,1,862.6,56.5,1405.0,290.0,2614.1
2005-01-30,2005,1,861.2,56.5,1423.0,286.0,2626.7
2005-01-31,2005,1,858.4,56.5,1440.0,282.0,2636.9
2005-02-01,2005,2,851.4,56.5,1458.0,275.0,2640.9
2005-02-02,2005,2,842.9,56.0,1476.0,274.0,2648.9
2005-02-03,2005,2,834.6,56.0,1494.0,270.0,2654.6
2005-02-04,2005,2,829.0,56.0,1510.0,266.0,2661.0
2005-02-05,2005,2,824.8,56.0,1526.0,262.0,2668.8
2005-02-06,2005,2,822.0,55.5,1542.0,260.0,2679.5
2005-02-07,2005,2,817.8,55.5,1558.0,258.0,2689.3
2005-02-08,2005,2,815.1,55.5,1573.0,256.0,2699.6
2005-02-09,2005,2,810.9,54.5,1588.0,254.0,2707.4
2005-02-10,2005,2,806.8,53.5,1604.0,252.0,2716.3
2005-02-11,2005,2,798.5,52.5,1620.0,250.0,2721.0
2005-02-12,2005,2,792.9,51.6,1635.0,248.0,2727.5
2005-02-13,2005,2,783.3,50.8,1649.0,246.0,2729.1
2005-02-14,2005,2,771.0,50.0,1664.0,244.0,2729.0
2005-02-15,2005,2,756.0,49.2,1679.0,242.0,2726.2
2005-02-16,2005,2,742.4,48.4,1695.0,240.0,2725.8
2005-02-17,2005,2,728.9,47.6,1711.0,238.0,2725.5
2005-02-18,2005,2,715.6,46.8,1727.0,236.0,2725.4
2005-02-19,2005,2,702.0,46.0,1741.0,233.0,2722.0
2005-02-20,2005,2,688.7,45.2,1755.0,231.0,2719.9
2005-02-21,2005,2,674.1,44.1,1769.0,229.0,2716.2
2005-02-22,2005,2,658.3,43.6,1781.0,227.0,2709.9
2005-02-23,2005,2,633.4,42.8,1797.0,225.0,2698.2
2005-02-24,2005,2,610.0,42.0,1813.0,223.0,2688.0
2005-02-25,2005,2,586.8,41.2,1829.0,220.0,2677.0
2005-02-26,2005,2,562.6,40.4,1845.0,218.0,2666.0
2005-02-27,2005,2,537.6,39.8,1860.0,216.0,2653.4
2005-02-28,2005,2,515.5,38.2,1874.0,214.0,2641.7
2005-03-01,2005,3,495.0,36.4,1887.0,211.0,2629.4
